Company,Global_Head,Region,Country,City,Depot_ID,Depot_Name,Vehicle_ID,Vehicle_Type,Fuel_Type,Vehicle_Capacity_Kg,Driver_ID,Driver_Name,Driver_Experience_Years,Trip_ID,Trip_Date,Month_Name,Quarter,Day_of_Week,Route_ID,Route_Name,Planned_Distance_KM,Actual_Distance_KM,Planned_Duration_Min,Actual_Duration_Min,Fuel_Consumed_Liters,Energy_Used_kWh,Fuel_Efficiency,Fuel_Efficiency_Unit,Deliveries_Planned,Deliveries_Completed,Deliveries_Failed,On_Time_Delivery,Vehicle_Downtime_Minutes,Downtime_Reason,Idle_Time_Minutes,Safety_Incident_Flag,Incident_Type,Load_Weight_Kg,Load_Utilization_Percent,Route_Efficiency_Score,CO2_Emissions_Kg,Cost_per_KM_USD,Total_Trip_Cost_USD
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0036,Box Truck,Diesel,4500,DRV0037,Kenji Silva,1.9,TRIP603424,2026-02-27,Feb-2026,Q1,Friday,RT-Route-East,Route-East,40.5,40.3,60.6,67.3,6.63,0.0,6.08,km/L,20,18,2,No,230.4,Vehicle Breakdown,38.7,No,None,3470.7,77.13,90.49,17.77,0.52,28.66
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0037,Delivery Van,Diesel,1200,DRV0038,Fatima Turner,4.9,TRIP603516,2026-02-27,Feb-2026,Q1,Friday,RT-Route-Airport,Route-Airport,114.1,117.9,136.6,167.0,7.15,0.0,16.5,km/L,15,13,2,No,14.5,Traffic Delay,22.2,Yes,Traffic Violation,733.3,61.11,79.16,19.16,0.539,70.88
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0038,Box Truck,Diesel,4500,DRV0039,Tom Clark,2.4,TRIP603616,2026-02-27,Feb-2026,Q1,Friday,RT-Route-Industrial,Route-Industrial,180.1,191.2,221.3,261.6,30.49,0.0,6.27,km/L,11,10,1,No,38.1,Traffic Delay,22.0,No,None,4257.3,94.61,79.68,81.71,0.84,198.9
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0039,Box Truck,Diesel,4500,DRV0040,Grace Nguyen,3.8,TRIP603711,2026-02-27,Feb-2026,Q1,Friday,RT-Route-Suburb,Route-Suburb,120.8,123.3,157.3,195.4,16.55,0.0,7.45,km/L,11,8,3,No,128.8,Vehicle Breakdown,16.9,No,None,3087.9,68.62,78.87,44.35,0.598,95.17
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0040,Box Truck,Diesel,4500,DRV0041,Sofia Patel,6.1,TRIP603796,2026-02-27,Feb-2026,Q1,Friday,RT-Route-North,Route-North,192.4,194.7,245.3,304.9,27.08,0.0,7.19,km/L,7,7,0,Yes,10.2,Traffic Delay,13.0,No,None,1653.2,36.74,79.5,72.57,0.358,100.49
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0043,Two-Wheeler (Last Mile),Petrol,40,DRV0044,Kenji Singh,8.7,TRIP604077,2026-02-27,Feb-2026,Q1,Friday,RT-Route-West,Route-West,67.8,67.9,98.1,104.7,1.73,0.0,39.16,km/L,18,15,3,No,43.4,Traffic Delay,31.4,No,None,22.8,57.0,93.56,4.64,0.562,40.12
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0046,Two-Wheeler (Last Mile),Petrol,40,DRV0047,Sam Khan,6.0,TRIP604384,2026-02-27,Feb-2026,Q1,Friday,RT-Route-Airport,Route-Airport,178.8,177.9,256.4,315.0,4.9,0.0,36.31,km/L,25,24,1,No,22.2,Traffic Delay,37.0,Yes,Near Miss,22.8,57.0,81.81,13.13,0.877,161.07
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0003,Delivery Van,Diesel,1200,DRV0004,Alex Garcia,9.7,TRIP600225,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Express,Route-Express,165.5,171.7,227.5,263.1,11.52,0.0,14.91,km/L,15,14,1,No,18.3,Loading/Unloading Delay,8.9,No,None,644.9,53.74,83.35,30.87,0.677,128.38
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0004,Box Truck,Diesel,4500,DRV0005,Tom Rossi,2.0,TRIP600320,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-North,Route-North,137.2,136.4,207.6,218.3,15.01,0.0,9.09,km/L,7,6,1,No,23.0,Traffic Delay,5.4,No,None,3767.4,83.72,95.66,40.23,0.396,70.42
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0005,Delivery Van,Diesel,1200,DRV0006,Priya Garcia,14.9,TRIP600424,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Central,Route-Central,188.4,186.9,298.4,293.5,12.53,0.0,14.92,km/L,8,8,0,Yes,10.4,Traffic Delay,13.2,No,None,1108.9,92.41,102.49,33.58,0.712,147.79
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0007,Delivery Van,Diesel,1200,DRV0008,Fatima Ahmed,14.9,TRIP600624,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-North,Route-North,77.3,83.1,84.5,94.2,6.15,0.0,13.52,km/L,10,10,0,No,71.3,Vehicle Breakdown,23.3,No,None,967.0,80.58,83.44,16.48,0.439,43.67
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0010,Box Truck,Diesel,4500,DRV0011,Kenji Kim,12.4,TRIP600909,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-East,Route-East,129.9,131.2,180.9,200.3,16.54,0.0,7.93,km/L,5,5,0,Yes,12.3,Loading/Unloading Delay,16.4,No,None,3130.7,69.57,89.42,44.33,0.89,138.13
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0011,Delivery Van,Diesel,1200,DRV0012,Tom Singh,9.3,TRIP601010,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Express,Route-Express,170.3,174.5,246.0,290.0,13.47,0.0,12.95,km/L,17,16,1,No,25.8,Loading/Unloading Delay,27.6,No,None,931.7,77.64,82.79,36.1,0.645,127.48
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0012,Two-Wheeler (Last Mile),Petrol,40,DRV0013,John Ito,13.2,TRIP601111,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-East,Route-East,86.7,87.9,148.3,149.3,2.28,0.0,38.53,km/L,18,16,2,No,3.9,No Downtime,38.6,No,None,20.9,52.25,97.97,6.11,0.475,44.46
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0013,Refrigerated Truck,Diesel,5000,DRV0014,Carlos Meyer,1.4,TRIP601223,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Express,Route-Express,120.7,129.6,147.1,176.4,22.54,0.0,5.75,km/L,15,13,2,No,10.7,Loading/Unloading Delay,11.7,No,None,1777.2,35.54,77.66,60.41,0.75,122.0
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0015,Delivery Van,Diesel,1200,DRV0016,Maria Ahmed,1.4,TRIP601419,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Central,Route-Central,125.3,132.6,175.7,173.7,10.42,0.0,12.72,km/L,9,8,1,No,21.5,Loading/Unloading Delay,13.9,No,None,376.5,31.37,95.58,27.93,0.477,75.57
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,London,DEP005,London Distribution Depot,VEH0017,Delivery Van,Diesel,1200,DRV0018,John Rossi,1.5,TRIP601603,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Suburb,Route-Suburb,216.6,217.8,278.0,298.0,12.95,0.0,16.82,km/L,5,5,0,Yes,23.8,Traffic Delay,7.6,No,None,445.9,37.16,92.77,34.71,0.551,135.7
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,London,DEP005,London Distribution Depot,VEH0018,Refrigerated Truck,Diesel,5000,DRV0019,David Muller,14.9,TRIP601698,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Suburb,Route-Suburb,158.2,160.7,206.6,213.8,26.78,0.0,6.0,km/L,10,10,0,Yes,0.0,No Downtime,30.6,No,None,3206.6,64.13,95.13,71.77,0.35,84.33
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,London,DEP005,London Distribution Depot,VEH0019,Box Truck,Diesel,4500,DRV0020,Wei Patel,1.3,TRIP601797,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Downtown,Route-Downtown,59.3,61.8,97.4,116.7,8.54,0.0,7.24,km/L,9,9,0,Yes,3.7,No Downtime,39.0,No,None,2312.0,51.38,80.09,22.89,0.616,46.71
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,Manchester,DEP006,Manchester Distribution Depot,VEH0023,Two-Wheeler (Last Mile),Petrol,40,DRV0024,Wei Garcia,11.2,TRIP602155,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Downtown,Route-Downtown,145.1,148.7,218.9,262.8,3.9,0.0,38.1,km/L,28,27,1,No,22.9,Traffic Delay,31.3,No,None,31.7,79.25,81.28,10.45,0.65,101.35
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,Manchester,DEP006,Manchester Distribution Depot,VEH0024,Two-Wheeler (Last Mile),Petrol,40,DRV0025,Maria Meyer,3.4,TRIP602253,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Express,Route-Express,170.6,177.0,273.1,336.7,4.74,0.0,37.33,km/L,25,23,2,No,122.2,Scheduled Maintenance,26.3,No,None,14.7,36.75,78.18,12.7,0.667,123.23
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Berlin,DEP007,Berlin Distribution Depot,VEH0025,Two-Wheeler (Last Mile),Petrol,40,DRV0026,Fatima Reddy,11.7,TRIP602351,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-West,Route-West,162.8,173.0,216.1,213.6,4.55,0.0,38.01,km/L,22,20,2,No,2.5,No Downtime,14.6,No,None,13.5,33.75,95.21,12.19,0.737,132.33
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Berlin,DEP007,Berlin Distribution Depot,VEH0026,Delivery Van,Diesel,1200,DRV0027,Sofia Silva,5.7,TRIP602445,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-West,Route-West,209.1,223.6,265.6,296.2,12.45,0.0,17.96,km/L,16,15,1,No,4.5,No Downtime,9.1,No,None,499.4,41.62,83.85,33.37,0.801,191.86
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Berlin,DEP007,Berlin Distribution Depot,VEH0028,Box Truck,Diesel,4500,DRV0029,Liam Lopez,2.5,TRIP602635,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Industrial,Route-Industrial,173.7,183.2,210.2,213.7,22.56,0.0,8.12,km/L,10,10,0,Yes,17.7,Weather Delay,29.8,No,None,3151.9,70.04,93.26,60.46,0.573,133.95
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Munich,DEP008,Munich Distribution Depot,VEH0032,Box Truck,Diesel,4500,DRV0033,Grace Bell,7.3,TRIP603027,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Suburb,Route-Suburb,118.7,120.0,131.6,144.2,18.99,0.0,6.32,km/L,15,14,1,No,40.6,Traffic Delay,24.2,No,None,3284.4,72.99,90.27,50.89,0.826,121.25
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0033,Refrigerated Truck,Diesel,5000,DRV0034,Emma Garcia,13.4,TRIP603137,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-North,Route-North,98.6,98.3,146.2,174.6,13.88,0.0,7.08,km/L,21,20,1,No,5.0,No Downtime,11.0,No,None,3045.2,60.9,83.99,37.2,0.473,63.97
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0034,Delivery Van,Electric,1200,DRV0035,John Meyer,2.4,TRIP603235,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-East,Route-East,83.7,82.8,142.1,165.9,0.0,15.55,5.32,km/kWh,13,12,1,No,25.3,Traffic Delay,14.1,No,None,795.6,66.3,86.59,7.0,0.62,54.18
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0038,Box Truck,Diesel,4500,DRV0039,Tom Clark,2.4,TRIP603617,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Industrial,Route-Industrial,47.5,47.0,62.3,74.3,6.95,0.0,6.76,km/L,16,16,0,Yes,0.6,No Downtime,25.4,No,None,3501.2,77.8,84.74,18.63,0.801,44.97
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0040,Box Truck,Diesel,4500,DRV0041,Sofia Patel,6.1,TRIP603797,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-North,Route-North,162.9,174.1,239.0,270.1,21.47,0.0,8.11,km/L,18,15,3,No,130.0,Vehicle Breakdown,26.5,No,None,4121.7,91.59,82.79,57.54,0.606,132.14
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0041,Box Truck,Diesel,4500,DRV0042,David Silva,11.5,TRIP603896,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-West,Route-West,67.9,69.8,103.3,105.3,7.02,0.0,9.95,km/L,16,16,0,Yes,1.5,No Downtime,29.7,No,None,2004.7,44.55,95.43,18.81,0.853,67.05
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0042,Box Truck,Diesel,4500,DRV0043,Priya Ahmed,7.0,TRIP603986,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Downtown,Route-Downtown,215.5,228.5,273.8,317.9,33.31,0.0,6.86,km/L,14,14,0,Yes,4.1,No Downtime,26.2,No,None,2033.6,45.19,81.23,89.27,0.688,191.07
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0043,Two-Wheeler (Last Mile),Petrol,40,DRV0044,Kenji Singh,8.7,TRIP604078,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-West,Route-West,148.6,146.8,191.2,216.7,3.35,0.0,43.88,km/L,17,14,3,No,33.8,Loading/Unloading Delay,8.5,No,None,32.3,80.75,89.31,8.98,0.568,86.78
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0044,Delivery Van,Diesel,1200,DRV0045,Priya Ito,11.6,TRIP604179,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Downtown,Route-Downtown,98.0,104.8,134.8,162.9,6.76,0.0,15.5,km/L,19,17,2,No,2.3,No Downtime,29.7,No,None,463.0,38.58,77.38,18.12,0.748,86.64
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0045,Delivery Van,Diesel,1200,DRV0046,Noah Singh,0.7,TRIP604277,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Airport,Route-Airport,216.6,228.7,257.3,316.3,16.64,0.0,13.74,km/L,14,9,5,No,148.0,Vehicle Breakdown,30.5,No,None,545.9,45.49,77.04,44.6,0.725,185.32
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0046,Two-Wheeler (Last Mile),Petrol,40,DRV0047,Sam Khan,6.0,TRIP604385,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Airport,Route-Airport,200.1,199.3,302.6,316.8,5.5,0.0,36.22,km/L,13,9,4,No,118.6,Vehicle Breakdown,14.6,No,None,13.5,33.75,95.9,14.74,0.542,114.35
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0047,Box Truck,Diesel,4500,DRV0048,David Bell,14.2,TRIP604483,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-South,Route-South,213.9,229.4,302.0,373.1,25.32,0.0,9.06,km/L,12,11,1,No,2.1,No Downtime,10.1,No,None,1730.5,38.46,75.47,67.86,0.898,233.7
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0048,Delivery Van,Diesel,1200,DRV0049,Sam Sharma,7.7,TRIP604582,2026-02-28,Feb-2026,Q1,Saturday,RT-Route-Suburb,Route-Suburb,116.1,120.9,146.5,181.8,7.62,0.0,15.87,km/L,17,15,2,No,35.4,Traffic Delay,7.5,No,None,448.4,37.37,77.38,20.42,0.897,117.63
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0001,Refrigerated Truck,Diesel,5000,DRV0002,Sam Silva,8.5,TRIP600031,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Airport,Route-Airport,116.8,117.1,150.3,156.4,20.84,0.0,5.62,km/L,11,11,0,Yes,33.1,Loading/Unloading Delay,8.0,No,None,1783.3,35.67,95.85,55.85,0.478,82.62
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0002,Box Truck,Diesel,4500,DRV0003,Maria Garcia,5.5,TRIP600124,2026-03-02,Mar-2026,Q1,Monday,RT-Route-West,Route-West,94.3,98.8,103.0,101.0,12.78,0.0,7.73,km/L,18,14,4,No,191.8,Vehicle Breakdown,21.9,No,None,3698.8,82.2,97.34,34.25,0.73,87.4
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0005,Delivery Van,Diesel,1200,DRV0006,Priya Garcia,14.9,TRIP600425,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Central,Route-Central,139.0,142.9,157.8,171.9,8.78,0.0,16.28,km/L,7,7,0,Yes,28.4,Loading/Unloading Delay,27.1,No,None,450.9,37.57,89.29,23.53,0.691,109.31
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0008,Refrigerated Truck,Diesel,5000,DRV0009,Wei Clark,0.8,TRIP600723,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Central,Route-Central,55.4,59.6,63.2,74.4,9.61,0.0,6.2,km/L,8,8,0,No,43.3,Traffic Delay,37.6,No,None,3289.5,65.79,78.96,25.75,0.364,32.92
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0010,Box Truck,Diesel,4500,DRV0011,Kenji Kim,12.4,TRIP600910,2026-03-02,Mar-2026,Q1,Monday,RT-Route-East,Route-East,135.0,132.8,178.6,180.6,14.34,0.0,9.26,km/L,21,17,4,No,158.0,Scheduled Maintenance,12.7,Yes,Traffic Violation,2503.2,55.63,100.53,38.43,0.724,113.84
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0014,Two-Wheeler (Last Mile),Petrol,40,DRV0015,Aisha Singh,13.3,TRIP601324,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Central,Route-Central,81.8,88.3,94.9,97.8,2.42,0.0,36.44,km/L,24,22,2,No,14.5,Loading/Unloading Delay,24.7,No,None,34.5,86.25,89.89,6.49,0.894,81.96
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0016,Delivery Van,Electric,1200,DRV0017,Sam Nguyen,2.8,TRIP601511,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Downtown,Route-Downtown,117.3,117.1,132.7,149.5,0.0,24.34,4.81,km/kWh,4,3,1,No,30.7,Loading/Unloading Delay,7.7,No,None,722.4,60.2,88.91,10.95,0.729,88.86
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,London,DEP005,London Distribution Depot,VEH0018,Refrigerated Truck,Diesel,5000,DRV0019,David Muller,14.9,TRIP601699,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Suburb,Route-Suburb,164.3,162.2,203.7,204.2,22.4,0.0,7.24,km/L,19,13,6,No,145.9,Scheduled Maintenance,17.6,No,None,2494.2,49.88,101.05,60.03,0.359,83.44
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,London,DEP005,London Distribution Depot,VEH0019,Box Truck,Diesel,4500,DRV0020,Wei Patel,1.3,TRIP601798,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Downtown,Route-Downtown,111.8,119.5,189.6,230.0,13.22,0.0,9.04,km/L,21,20,1,No,0.4,No Downtime,18.1,No,None,3635.3,80.78,77.12,35.43,0.568,83.37
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,London,DEP005,London Distribution Depot,VEH0020,Two-Wheeler (Last Mile),Petrol,40,DRV0021,Sam Meyer,1.7,TRIP601877,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Central,Route-Central,102.5,101.9,117.7,126.1,2.7,0.0,37.75,km/L,29,28,1,No,4.5,No Downtime,12.7,No,None,37.0,92.5,93.89,7.24,0.726,77.07
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,Manchester,DEP006,Manchester Distribution Depot,VEH0024,Two-Wheeler (Last Mile),Petrol,40,DRV0025,Maria Meyer,3.4,TRIP602254,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Express,Route-Express,61.9,63.1,87.8,97.9,1.79,0.0,35.23,km/L,12,12,0,Yes,4.3,No Downtime,32.8,No,None,26.1,65.25,87.98,4.8,0.441,29.89
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Berlin,DEP007,Berlin Distribution Depot,VEH0028,Box Truck,Diesel,4500,DRV0029,Liam Lopez,2.5,TRIP602636,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Industrial,Route-Industrial,118.9,117.7,142.8,174.2,12.53,0.0,9.39,km/L,8,7,1,No,27.3,Loading/Unloading Delay,32.5,No,None,2562.2,56.94,82.81,33.58,0.659,91.93
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Munich,DEP008,Munich Distribution Depot,VEH0029,Refrigerated Truck,Diesel,5000,DRV0030,Carlos Turner,8.4,TRIP602731,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Downtown,Route-Downtown,145.3,143.8,204.7,211.6,26.78,0.0,5.37,km/L,14,14,0,Yes,4.9,No Downtime,31.6,No,None,2582.2,51.64,97.75,71.77,0.664,124.69
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0033,Refrigerated Truck,Diesel,5000,DRV0034,Emma Garcia,13.4,TRIP603138,2026-03-02,Mar-2026,Q1,Monday,RT-Route-North,Route-North,111.1,109.2,129.7,154.6,14.72,0.0,7.42,km/L,9,7,2,No,153.0,Vehicle Breakdown,38.3,No,None,3097.2,61.94,85.35,39.45,0.704,94.23
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0035,Delivery Van,Diesel,1200,DRV0036,Aisha Kim,8.8,TRIP603329,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Suburb,Route-Suburb,135.1,144.5,159.3,195.1,8.09,0.0,17.87,km/L,7,7,0,Yes,0.6,No Downtime,23.3,No,None,1083.6,90.3,76.34,21.68,0.774,120.93
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0036,Box Truck,Diesel,4500,DRV0037,Kenji Silva,1.9,TRIP603425,2026-03-02,Mar-2026,Q1,Monday,RT-Route-East,Route-East,120.0,124.9,193.7,225.7,13.97,0.0,8.94,km/L,16,11,5,No,120.6,Vehicle Breakdown,29.5,No,None,1742.1,38.71,82.45,37.44,0.852,120.92
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0039,Box Truck,Diesel,4500,DRV0040,Grace Nguyen,3.8,TRIP603712,2026-03-02,Mar-2026,Q1,Monday,RT-Route-Suburb,Route-Suburb,116.5,121.8,194.2,236.0,19.97,0.0,6.1,km/L,5,5,0,Yes,2.3,No Downtime,13.2,No,None,3141.8,69.82,78.71,53.52,0.475,78.74
